customer_id,churn,tenure,contract,customer_satisfaction,num_complaints,num_service_calls,late_payments,monthlycharges,num_services,has_tech_support,tenure_group,contract,customer_satisfaction_group,num_complaints_group,num_service_calls_group,late_payments_group,monthlycharges_group,num_services_group,has_tech_support
CUST0000000142,0,1,one_year,4.0,1.0,1,0,66.57,3,0,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000143,0,16,one_year,3.0,1.0,0,1,44.82,2,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000144,0,15,one_year,8.0,2.0,5,0,76.63,1,1,tenure_7_15,one_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000145,0,4,two_year,5.0,2.0,3,0,96.54,4,0,tenure_1_6,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000146,0,1,two_year,7.0,0.0,1,2,71.64,2,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000147,0,17,one_year,4.0,1.0,0,0,55.67,2,0,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000148,0,9,two_year,8.0,0.0,4,0,72.03,4,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000149,0,5,one_year,5.0,0.0,2,2,79.91,2,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000150,0,2,one_year,6.0,1.0,2,0,83.7,1,0,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000151,0,43,two_year,8.0,1.0,3,1,107.55,3,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000152,0,10,one_year,4.0,0.0,1,0,90.34,3,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000153,0,42,two_year,7.0,1.0,1,0,73.79,1,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000154,0,1,two_year,7.0,1.0,2,1,58.85,6,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_5_6,0
CUST0000000155,0,1,two_year,9.0,1.0,1,1,81.5,1,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000156,0,61,two_year,7.0,0.0,2,1,87.52,3,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000157,0,26,one_year,3.0,0.0,1,0,133.93,3,1,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000158,0,72,two_year,8.0,2.0,3,0,149.63,6,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000159,0,15,one_year,6.0,0.0,1,0,130.25,6,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000160,0,4,one_year,5.0,0.0,0,1,84.74,2,0,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000161,0,72,one_year,8.0,0.0,0,0,106.6,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000162,0,4,one_year,9.0,1.0,0,1,100.65,1,0,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000163,0,11,two_year,9.0,1.0,2,3,90.77,4,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_3_plus,monthly_lt_200,services_3_4,0
CUST0000000164,0,65,one_year,8.0,0.0,0,1,93.36,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000165,0,2,two_year,4.0,1.0,0,0,91.04,1,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000166,1,14,one_year,1.0,0.0,3,0,101.31,3,0,tenure_7_15,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000167,0,52,two_year,9.0,0.0,1,0,86.76,3,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000168,0,9,two_year,4.0,3.0,1,0,69.72,3,0,tenure_7_15,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000169,0,72,one_year,8.0,0.0,0,1,90.91,3,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000170,1,72,one_year,1.0,1.0,3,1,63.82,2,0,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000171,0,15,one_year,9.0,0.0,1,0,147.16,5,1,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000172,0,9,one_year,4.0,1.0,4,0,90.51,2,0,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000173,0,72,one_year,2.0,1.0,0,0,65.11,1,1,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000174,0,72,one_year,9.0,0.0,1,0,77.86,5,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000175,0,14,one_year,7.0,1.0,1,1,88.05,3,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000176,1,1,one_year,6.0,1.0,2,1,111.87,3,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000177,0,14,month_to_month,5.0,0.0,0,0,76.27,1,0,tenure_7_15,month_to_month,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000178,1,29,one_year,1.0,1.0,3,2,86.88,2,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000179,0,23,two_year,8.0,0.0,0,1,81.77,3,1,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000180,0,26,two_year,9.0,0.0,2,2,85.49,2,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000181,0,72,two_year,4.0,0.0,2,0,96.59,1,1,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000182,0,26,one_year,9.0,1.0,2,0,98.48,1,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000183,0,2,one_year,3.0,3.0,3,1,90.38,4,0,tenure_1_6,one_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000184,0,21,one_year,6.0,1.0,2,1,76.19,1,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000185,0,5,two_year,9.0,0.0,0,1,83.6,2,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000186,1,38,one_year,5.0,3.0,4,0,74.9,1,0,tenure_32_plus,one_year,satisfaction_4_6,complaints_gt_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000187,0,10,one_year,2.0,0.0,0,2,61.55,2,0,tenure_7_15,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000188,1,16,one_year,6.0,0.0,1,2,99.4,4,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000189,0,29,two_year,9.0,0.0,1,0,93.15,2,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000190,0,4,two_year,8.0,0.0,1,1,97.98,3,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000191,0,22,two_year,8.0,1.0,2,0,108.79,3,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000192,0,4,two_year,9.0,1.0,1,1,91.61,2,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000193,0,42,two_year,7.0,0.0,2,1,39.51,2,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000194,0,9,one_year,5.0,1.0,1,0,99.62,5,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000195,0,18,one_year,9.0,0.0,0,1,72.69,2,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000196,0,42,month_to_month,6.0,0.0,1,0,97.91,3,1,tenure_32_plus,month_to_month,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000197,0,72,two_year,5.0,3.0,3,0,77.96,1,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000198,0,9,one_year,8.0,0.0,0,1,107.24,3,1,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000199,0,2,two_year,6.0,0.0,0,0,81.61,5,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000200,0,72,two_year,4.0,0.0,0,0,91.64,2,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000201,0,72,one_year,8.0,2.0,3,0,139.72,6,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000202,0,60,one_year,5.0,0.0,1,1,56.14,3,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000203,1,45,one_year,7.0,0.0,1,0,87.53,2,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000204,0,16,one_year,9.0,0.0,0,0,107.08,5,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000205,0,15,one_year,7.0,0.0,2,0,95.64,5,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000206,0,19,one_year,6.0,4.0,7,2,71.26,4,1,tenure_16_31,one_year,satisfaction_4_6,complaints_gt_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000207,0,2,two_year,9.0,0.0,1,0,82.08,1,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000208,0,54,one_year,1.0,1.0,2,1,111.82,2,0,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000209,1,22,two_year,9.0,1.0,3,0,61.1,1,1,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000210,0,72,two_year,5.0,0.0,2,0,69.55,1,1,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000211,0,28,one_year,7.0,1.0,0,1,94.05,3,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000212,0,10,one_year,5.0,0.0,3,0,78.39,3,0,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000213,0,4,one_year,5.0,0.0,1,0,131.49,5,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000214,0,1,two_year,8.0,0.0,2,1,59.11,1,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000215,0,9,two_year,7.0,0.0,0,0,103.26,3,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000216,0,10,one_year,9.0,,1,0,76.8,3,0,tenure_7_15,one_year,satisfaction_7_9,,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000217,0,15,two_year,8.0,1.0,3,3,100.96,1,1,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_3_plus,monthly_lt_200,services_1_2,1
CUST0000000218,0,25,one_year,8.0,1.0,0,1,66.11,2,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000219,0,2,two_year,1.0,0.0,1,1,77.45,1,1,tenure_1_6,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000220,1,8,two_year,4.0,1.0,2,1,87.56,2,0,tenure_7_15,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000221,0,5,one_year,8.0,0.0,0,0,37.42,2,1,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000222,0,25,two_year,9.0,0.0,1,1,104.45,3,1,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000223,0,20,one_year,8.0,0.0,0,0,64.82,2,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000224,0,27,one_year,8.0,1.0,3,0,101.47,1,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000225,0,5,one_year,,0.0,3,1,115.43,4,1,tenure_1_6,one_year,,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000226,1,1,month_to_month,9.0,1.0,0,0,105.79,4,0,tenure_1_6,month_to_month,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000227,0,1,two_year,9.0,0.0,4,0,83.44,1,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000228,0,14,two_year,5.0,1.0,2,0,93.17,3,1,tenure_7_15,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000229,0,50,two_year,6.0,1.0,4,0,101.3,2,1,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000230,0,18,one_year,8.0,2.0,1,2,105.46,2,1,tenure_16_31,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000231,0,17,two_year,5.0,1.0,3,0,89.13,1,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000232,0,18,two_year,8.0,2.0,8,1,41.8,1,0,tenure_16_31,two_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000233,0,17,two_year,4.0,1.0,2,0,86.19,2,1,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000234,0,52,one_year,9.0,,3,0,122.4,3,1,tenure_32_plus,one_year,satisfaction_7_9,,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000235,1,12,month_to_month,3.0,0.0,0,0,126.87,4,1,tenure_7_15,month_to_month,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000236,0,41,one_year,9.0,0.0,1,1,75.74,2,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000237,0,42,one_year,3.0,0.0,1,0,94.32,2,0,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000238,0,21,one_year,2.0,0.0,1,0,105.67,2,0,tenure_16_31,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000239,0,5,two_year,7.0,1.0,2,1,80.69,1,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000240,0,35,two_year,8.0,0.0,1,0,80.02,1,1,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000241,0,1,one_year,9.0,2.0,3,1,120.64,3,1,tenure_1_6,one_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000242,0,1,two_year,5.0,2.0,1,0,72.87,2,1,tenure_1_6,two_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000243,0,20,two_year,6.0,0.0,1,1,110.87,2,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000244,0,6,two_year,7.0,1.0,2,1,49.81,2,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000245,0,7,two_year,7.0,1.0,4,0,61.69,2,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000246,0,1,two_year,9.0,2.0,1,1,68.09,2,1,tenure_1_6,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000247,0,54,one_year,,1.0,2,1,58.26,5,0,tenure_32_plus,one_year,,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_5_6,0
CUST0000000248,0,19,one_year,5.0,0.0,0,0,71.82,1,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000249,0,1,two_year,6.0,1.0,1,2,142.28,4,1,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,1
CUST0000000250,0,20,one_year,9.0,0.0,0,0,61.47,1,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000251,0,29,one_year,7.0,0.0,3,0,80.31,1,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000252,0,30,one_year,9.0,0.0,0,0,99.92,2,1,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000253,0,14,one_year,6.0,1.0,1,0,110.57,4,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000254,0,13,one_year,6.0,2.0,2,0,53.9,3,0,tenure_7_15,one_year,satisfaction_4_6,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000255,0,7,one_year,3.0,2.0,3,0,71.0,2,0,tenure_7_15,one_year,satisfaction_1_3,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000256,0,69,one_year,2.0,0.0,0,1,87.42,2,1,tenure_32_plus,one_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000257,0,37,one_year,9.0,1.0,2,0,96.37,5,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000258,0,72,two_year,6.0,0.0,0,0,78.38,3,1,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000259,0,57,one_year,9.0,1.0,3,0,43.12,6,1,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000260,0,12,two_year,8.0,0.0,1,1,90.13,3,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000261,1,13,two_year,7.0,1.0,1,0,117.42,4,0,tenure_7_15,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000262,0,23,two_year,5.0,0.0,1,1,89.14,3,0,tenure_16_31,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_3_4,0
CUST0000000263,0,9,one_year,9.0,1.0,4,1,95.11,1,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000264,0,1,one_year,9.0,0.0,1,1,45.02,2,0,tenure_1_6,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000265,0,4,two_year,6.0,0.0,2,0,130.63,4,0,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000266,0,19,one_year,8.0,0.0,0,0,103.28,5,0,tenure_16_31,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000267,0,18,one_year,7.0,,4,0,67.81,2,0,tenure_16_31,one_year,satisfaction_7_9,,service_calls_gt_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000268,0,72,two_year,1.0,0.0,0,0,140.1,5,0,tenure_32_plus,two_year,satisfaction_1_3,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000269,0,18,one_year,6.0,0.0,3,0,89.02,2,1,tenure_16_31,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000270,0,26,two_year,8.0,0.0,0,0,144.63,5,1,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000271,0,7,one_year,5.0,0.0,3,0,84.48,3,1,tenure_7_15,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,1
CUST0000000272,0,11,one_year,7.0,1.0,3,0,89.32,2,0,tenure_7_15,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000273,0,1,two_year,9.0,0.0,0,0,72.34,1,1,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000274,0,14,one_year,7.0,3.0,4,1,53.61,2,0,tenure_7_15,one_year,satisfaction_7_9,complaints_gt_1,service_calls_gt_3,late_1_2,monthly_lt_200,services_1_2,0
CUST0000000275,0,5,two_year,9.0,0.0,3,0,34.91,2,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000276,0,1,two_year,9.0,1.0,3,0,51.89,5,0,tenure_1_6,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,0
CUST0000000277,0,37,one_year,8.0,0.0,0,0,69.07,2,0,tenure_32_plus,one_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000278,0,3,two_year,7.0,2.0,2,0,138.42,6,1,tenure_1_6,two_year,satisfaction_7_9,complaints_gt_1,service_calls_le_3,late_0,monthly_lt_200,services_5_6,1
CUST0000000279,0,53,two_year,9.0,0.0,3,0,91.81,1,0,tenure_32_plus,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,0
CUST0000000280,1,4,one_year,5.0,0.0,1,1,71.79,1,1,tenure_1_6,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_1_2,monthly_lt_200,services_1_2,1
CUST0000000281,0,39,one_year,4.0,0.0,2,0,65.46,1,1,tenure_32_plus,one_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000282,0,50,two_year,6.0,0.0,0,0,92.77,4,0,tenure_32_plus,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
CUST0000000283,0,1,two_year,5.0,1.0,3,0,118.45,2,1,tenure_1_6,two_year,satisfaction_4_6,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_1_2,1
CUST0000000284,0,23,two_year,9.0,0.0,0,0,111.86,4,0,tenure_16_31,two_year,satisfaction_7_9,complaints_le_1,service_calls_le_3,late_0,monthly_lt_200,services_3_4,0
